Date,Source,Headline,Sentiment,Sentiment Score,Label,Link
2024-08-26,ambcrypto,Solana: Analyst predicts SOL to $200 following a strategic $4.5M stake,Negative,0.4013,4 stars,https://ambcrypto.com/solana-analyst-predicts-sol-to-200-following-a-strategic-4-5m-stake/
2024-08-26,ambcrypto,PEPE eyes a 40% increase: Here’s what to expect and how to play it,Negative,0.3213,4 stars,https://ambcrypto.com/pepe-eyes-a-40-increase-heres-what-to-expect-and-how-to-play-it/
2024-08-26,ambcrypto,Bitcoin: All about Michael Saylor’s BTC boost and El Salvador’s strategy,Negative,0.3099,1 stars,https://ambcrypto.com/bitcoin-all-about-michael-saylors-btc-boost-and-el-salvadors-strategy/
2024-08-26,ambcrypto,Toncoin tumbles: Telegram founder’s arrest spurs sell-offs – What’s Next?,Negative,0.4437,1 stars,https://ambcrypto.com/toncoin-tumbles-telegram-founders-arrest-spurs-sell-offs-whats-next/
2024-08-26,Benzinga,How to Buy EOS (EOS),Negative,0.2356,4 stars,https://www.benzinga.com/money/how-to-buy-eos
2024-08-26,Benzinga,2009 Penny Value,Negative,0.304,4 stars,https://www.benzinga.com/money/2009-penny-value
2024-08-26,Benzinga,"With Over 15K Units Already Sold, This Female-Owned Dog Waste Startup Is Targeting The $147B Pet Industry – Here’s How To Invest Early At Just $1 Per Share",Negative,0.3478,1 stars,https://www.benzinga.com/money/goodwag
2024-08-26,Benzinga,Best SoFi Invest Alternatives,Negative,0.3116,4 stars,https://www.benzinga.com/money/best-sofi-invest-alternatives
2024-08-26,Benzinga,"Nvidia Stock Price Prediction: 2024, 2025, 2030",Negative,0.2772,4 stars,https://www.benzinga.com/money/nvidia-stock-price-prediction
2024-08-26,Benzinga,What Is Paper Trading?,Negative,0.2665,4 stars,https://www.benzinga.com/money/what-is-paper-trading
2024-08-26,Benzinga,"Cardano (ADA) Price Prediction 2024, 2025, 2026 – 2030",Negative,0.2455,2 stars,https://www.benzinga.com/money/cardano-price-prediction
2024-08-26,Benzinga,"Ordinals (ORDI) Price Prediction 2024, 2025 – 2030",Negative,0.2658,1 stars,https://www.benzinga.com/money/ordinals-ordi-price-prediction
2024-08-26,Benzinga,"dogwifhat (WIF) Price Prediction 2024, 2025, 2026, 2027 — 2030",Negative,0.2525,4 stars,https://www.benzinga.com/money/dogwifhat-wif-price-prediction
2024-08-26,Benzinga,"Stellar (XLM) Price Prediction 2024, 2025, 2026, 2027 – 2030",Negative,0.227,2 stars,https://www.benzinga.com/money/stellar-xlm-price-prediction
2024-08-27,Bitcoin.com News,"Russia Set to Launch Crypto Payment Trials Next Week, Report",Negative,0.2849,2 stars,https://news.bitcoin.com/russia-set-to-launch-crypto-payment-trials-next-week/
2024-08-27,Bitcoin.com News,"RBI Governor Warns Against Rapid CBDC Launch, Advocates Gradual Approach",Negative,0.3099,4 stars,https://news.bitcoin.com/rbi-governor-warns-against-rapid-cbdc-launch-advocates-gradual-approach/
2024-08-26,Bitcoin.com News,Russia Seeks Clarification From France on Telegram CEO Pavel Durov’s Arrest,Negative,0.4717,1 stars,https://news.bitcoin.com/russia-seeks-clarification-from-france-on-telegram-ceo-pavel-durovs-arrest/
2024-08-26,Bitcoin.com News,9 Bitcoin Mining Companies Suspend Activities After Power Fee Hikes in Paraguay,Positive,0.5336,1 stars,https://news.bitcoin.com/9-bitcoin-mining-companies-suspend-activities-after-power-fee-hikes-in-paraguay/
2024-08-26,Bitcoin.com News,Orange Juice Futures Hit All Time High Numbers Amidst Agricultural Commodity Rally,Negative,0.3238,1 stars,https://news.bitcoin.com/orange-juice-futures-hit-all-time-high-numbers-amidst-agricultural-commodity-rally/
2024-08-26,Bitcoin.com News,This Week’s Crypto Winners and Losers: SUN Skyrockets While TON Stumbles,Negative,0.4546,4 stars,https://news.bitcoin.com/this-weeks-crypto-winners-and-losers-sun-skyrockets-while-ton-stumbles/
2024-08-26,Bitcoin.com News,Trending Meme Coin Base Dawgz Tipped as Next Brett Raises $3 Million in Token Presale That Ends in 2 Days,Negative,0.2519,2 stars,https://news.bitcoin.com/trending-meme-coin-base-dawgz-tipped-as-next-brett-raises-3-million-in-token-presale-that-ends-in-2-days/
2024-08-26,Bitcoin.com News,SEC Charges Abra With Unregistered Sales of Crypto Asset Securities,Positive,0.5562,1 stars,https://news.bitcoin.com/sec-charges-abra-with-unregistered-sales-of-crypto-asset-securities/
2024-08-26,Bitcoin.com News,Paris Prosecutor’s Office Reveals Telegram CEO’s Arrest in Major Cybercrime Probe,Negative,0.275,1 stars,https://news.bitcoin.com/paris-prosecutors-office-reveals-telegram-ceos-arrest-in-major-cybercrime-probe/
2024-08-26,Bitcoin.com News,Edward Snowden: Pavel Durov’s Arrest Is an Assault on Basic Human Rights,Negative,0.2678,1 stars,https://news.bitcoin.com/edward-snowden-pavel-durovs-arrest-is-an-assault-on-basic-human-rights/
2024-08-27,Bitcoinist,Tonchain And TON Woes Getting Started? Liquidity Provider Just Sold All Coins,Negative,0.3476,2 stars,https://bitcoinist.com/tonchain-ton-woes-liquidity-provider-sold-all-coins/
2024-08-27,Bitcoinist,Bitcoin Investors Have Turned Greedy Again: What Could Be Next For BTC?,Negative,0.3182,1 stars,https://bitcoinist.com/bitcoin-investors-greedy-again-could-btc/
2024-08-26,Bitcoinist,Crypto Inflows Reach 5-Week High As Investors Flock to Bitcoin—Is a Bull Rally Brewing?,Negative,0.364,1 stars,https://bitcoinist.com/crypto-inflows-week-high-as-investors-flock-bitcoin/
2024-08-26,Bitcoinist,Stablecoin Metrics Continue To Set ATHs: Dry Powder Accumulating For Bitcoin?,Negative,0.2774,3 stars,https://bitcoinist.com/stablecoin-metrics-aths-dry-powder-bitcoin/
2024-08-26,Bitcoinist,Billionaire Behind Bars: China’s Second-Richest Man Jailed For $5 Million Crypto Scam,Positive,0.6174,1 stars,https://bitcoinist.com/chinas-2nd-richest-man-jailed-for-5m-crypto-scam/
2024-08-26,Bitcoinist,Cardano Founder Announces Key Updates At Rare Evo 2024,Negative,0.3362,4 stars,https://bitcoinist.com/cardano-founder-key-updates-rare-evo-2024/
2024-08-26,Bitcoinist,Mpeppe Surges Past Husky Inu With Its 100x Gains HINU Investor Joins Their Rivals,Negative,0.3289,4 stars,https://bitcoinist.com/mpeppe-surges-past-husky-inu-with-its-100x-gains-hinu-investor-joins-their-rivals/
2024-08-26,Bitcoinist,Presale Alert: Mpeppe’s Meteoric Rise Challenges Husky Inu’s Future,Negative,0.4492,4 stars,https://bitcoinist.com/presale-alert-mpeppes-meteoric-rise-challenges-husky-inus-future/
2024-08-27,Bitcoinsistemi,Don’t Miss These 3 Cryptos in the Next Bull Run,Negative,0.4196,4 stars,https://en.bitcoinsistemi.com/dont-miss-these-3-cryptos-in-the-next-bull-run/
2024-08-26,Bitcoinsistemi,"He Would Have Made 2 Million Dollars If He Held, He Sold and Made 495 Dollars: Here is That Trader and Altcoin",Negative,0.2994,1 stars,https://en.bitcoinsistemi.com/he-would-have-made-2-million-dollars-if-he-held-he-sold-and-made-495-dollars-here-is-that-trader-and-altcoin/
2024-08-26,Bitcoinsistemi,A Trader Made 420 Percent Profit in Controversial Altcoin Within Hours: Here Is The Method He Used,Negative,0.4662,1 stars,https://en.bitcoinsistemi.com/a-trader-made-420-percent-profit-in-controversial-altcoin-within-hours-here-is-the-method-he-used/
2024-08-26,Bitcoinsistemi,Veteran Analyst Reveals Most Important Price Level for Bitcoin Based on Whales’ Buying Pattern,Negative,0.3223,2 stars,https://en.bitcoinsistemi.com/veteran-analyst-reveals-most-important-price-level-for-bitcoin-based-on-whales-buying-pattern/
2024-08-26,Bitcoinsistemi,Two Massive Institutional Investors Sold Big on a Cryptocurrency Today: Decline Followed,Positive,0.5256,1 stars,https://en.bitcoinsistemi.com/two-massive-institutional-investors-sold-big-on-a-cryptocurrency-today-decline-followed/
2024-08-26,Bitcoinsistemi,Top 3 Cryptos Analysts Are Betting On for 2024,Negative,0.3572,4 stars,https://en.bitcoinsistemi.com/top-3-cryptos-analysts-are-betting-on-for-2024/
2024-08-26,Bitcoinsistemi,Senior FED Member Speaks – Bullish Statement on Interest Rate Cuts,Negative,0.3395,1 stars,https://en.bitcoinsistemi.com/senior-fed-member-speaks-bullish-statement-on-interest-rate-cuts/
2024-08-26,Bitcoinsistemi,What's the Latest Situation in Bitcoin? Is the Direction Clear for the Price? QCP Analysts Share Their Short-Term Expectations and Price Target!,Negative,0.3838,2 stars,https://en.bitcoinsistemi.com/whats-the-latest-situation-in-bitcoin-is-the-direction-clear-for-the-price-qcp-analysts-share-their-short-term-expectations-and-price-target/
2024-08-26,Bitcoinsistemi,Official Announcement: SEC Sues Another Cryptocurrency Project,Positive,0.6068,1 stars,https://en.bitcoinsistemi.com/official-announcement-sec-sues-another-cryptocurrency-project/
2024-08-26,Bitcoinsistemi,Toncoin Network Locked Up! What's Happening? It Was Announced That This Altcoin Is The Reason!,Negative,0.397,2 stars,https://en.bitcoinsistemi.com/toncoin-network-locked-up-whats-happening-it-was-announced-that-this-altcoin-is-the-reason/
2024-08-26,Bitcoinsistemi,Anonymous Sources Reveal New Unknown Development About Russia’s Major Cryptocurrency Initiative,Negative,0.398,1 stars,https://en.bitcoinsistemi.com/anonymous-sources-reveal-new-unknown-development-about-russias-major-cryptocurrency-initiative/
2024-08-26,Bitcoinsistemi,2024’s Most Promising Cryptos You Need to Know,Negative,0.4007,4 stars,https://en.bitcoinsistemi.com/2024s-most-promising-cryptos-you-need-to-know/
2024-08-26,Bitcoinsistemi,French President Macron Speaks on Arrest of Telegram and Toncoin Founder,Negative,0.4521,1 stars,https://en.bitcoinsistemi.com/french-president-macron-speaks-on-arrest-of-telegram-and-toncoin-founder/
2024-08-26,Bitcoinsistemi,Which Crypto Has the Best Staking Rewards?,Negative,0.3017,4 stars,https://en.bitcoinsistemi.com/which-crypto-has-the-best-staking-rewards/
2024-08-26,Bitcoinsistemi,What's Happening in Ethereum? There's a Serious Drop in Transaction Volume! Analysts Explained Why!,Negative,0.4248,1 stars,https://en.bitcoinsistemi.com/whats-happening-in-ethereum-theres-a-serious-drop-in-transaction-volume-analysts-explained-why/
2024-08-26,Bitcoinsistemi,"Watch Out for November! ""XRP Will Be Everywhere!""",Negative,0.3303,1 stars,https://en.bitcoinsistemi.com/watch-out-for-november-xrp-will-be-everywhere/
2024-08-26,Bitcoinsistemi,US Spot Bitcoin (BTC) Exchange Traded Funds (ETFs) See Highest Inflows Since July,Negative,0.3389,1 stars,https://en.bitcoinsistemi.com/us-spot-bitcoin-btc-exchange-traded-funds-etfs-see-highest-inflows-since-july/
2024-08-26,Bitcoinsistemi,Stablecoin Market Cap Reaches All-Time High! Here Are the Details,Negative,0.3014,2 stars,https://en.bitcoinsistemi.com/stablecoin-market-cap-reaches-all-time-high-here-are-the-details/
2024-08-26,Bitcoinsistemi,Shiba Inu Team Announces: New SHIB Project is Coming!,Negative,0.2439,4 stars,https://en.bitcoinsistemi.com/shiba-inu-team-announces-new-shib-project-is-coming/
2024-08-26,Bitcoinsistemi,"Powell Speaks, Institutional Investors Sold This Altcoin and Rushed to Bitcoin!",Negative,0.4064,1 stars,https://en.bitcoinsistemi.com/powell-speaks-institutional-investors-sold-this-altcoin-and-rushed-to-bitcoin/
2024-08-26,Brave New Coin,New Trump Crypto Details Emerge,Negative,0.2491,2 stars,https://bravenewcoin.com/insights/new-trump-crypto-details-emerge
2024-08-26,Brave New Coin,"Telegram Founder Arrested, Is Free Speech Under Attack?",Negative,0.2648,2 stars,https://bravenewcoin.com/insights/telegram-founder-arrested-is-free-speech-under-attack
2024-08-26,Brave New Coin,"Ordlify Rebrands to Oviato: Same Mission, New Identity",Negative,0.3045,4 stars,https://bravenewcoin.com/insights/ordlify-rebrands-to-oviato-same-mission-new-identity
2024-08-26,Brave New Coin,"Norwegian Sovereign Wealth Fund Increases Crypto Holdings, Giving Every Citizen an Indirect $27 Bitcoin Stake",Negative,0.2529,2 stars,https://bravenewcoin.com/insights/norwegian-sovereign-wealth-fund-increases-crypto-holdings-giving-every-citizen-an-indirect-27-bitcoin-stake
2024-08-26,Brave New Coin,"If Trump Wins, These Top Cryptos Could Explode: BTC, ETH, DOGE – Watch Closely In August 2024",Negative,0.2536,4 stars,https://bravenewcoin.com/insights/if-trump-wins-these-top-cryptos-could-explode-btc-eth-doge-watch-closely-in-august-2024
2024-08-26,Brave New Coin,10 Best Crypto Coins to Invest in 2024: Get 1000x Returns in Less Than a Year!,Negative,0.3875,4 stars,https://bravenewcoin.com/insights/10-best-crypto-coins-to-invest-in-2024-get-1000x-returns-in-less-than-a-year
2024-08-26,Brave New Coin,Toncoin Price Prediction: Why is TON price down today and how BNB’s market cap shot past Solana (SOL) in spite of recent crypto market events,Negative,0.3543,4 stars,https://bravenewcoin.com/insights/toncoin-price-prediction-why-is-ton-price-down-today-and-how-bnbs-market-cap-shot-past-solana-sol-in-spite-of-recent-crypto-market-events
2024-08-26,Brave New Coin,"Best Altcoins to Buy Now | Analysis of Best Altcoins to Invest in Today [Expert List] with JetBolt, Kaspa, Ethereum, Solana, Celestia, Toncoin, Dogecoin",Negative,0.4331,5 stars,https://bravenewcoin.com/insights/best-altcoins-to-buy-now-analysis-of-best-altcoins-to-invest-in-today-expert-list-with-jetbolt-kaspa-ethereum-solana-celestia-toncoin-dogecoin
2024-08-26,Brave New Coin,Best Cryptocurrencies of 2024 | Best Crypto Coins to Buy Now Definitive List 2024,Positive,0.5955,5 stars,https://bravenewcoin.com/insights/best-cryptocurrencies-of-2024-best-crypto-coins-to-buy-now-definitive-list-2024
2024-08-26,Brave New Coin,Crypto All-Stars Push Through $700K In A Week – The Next 100X In The Making,Negative,0.3534,4 stars,https://bravenewcoin.com/insights/crypto-all-stars-push-through-700k-in-a-week-the-next-100x-in-the-making
2024-08-26,CoinJournal,Bitpanda partners with CoinMENA to boost crypto adoption,Negative,0.3317,5 stars,https://coinjournal.net/news/bitpanda-partners-with-coinmena-to-boost-crypto-adoption/
2024-08-26,CoinJournal,SEC charges Abra for offering unregistered crypto securities,Positive,0.5652,1 stars,https://coinjournal.net/news/sec-charges-abra-for-offering-unregistered-crypto-securities/
2024-08-26,CoinJournal,Warden announces the Artificial Intelligence Blockchain Interface (AIBI),Negative,0.3053,4 stars,https://coinjournal.net/news/warden-announces-the-artificial-intelligence-blockchain-interface-aibi/
2024-08-26,CoinJournal,Stacks (STX) prepares for Nakamoto upgrade: here’s what to expect,Negative,0.4907,4 stars,https://coinjournal.net/news/stacks-stx-prepares-for-nakamoto-upgrade-heres-what-to-expect/
2024-08-26,CoinJournal,Argentina’s Ministry of Education adds Ethereum to high school curriculum,Negative,0.3015,4 stars,https://coinjournal.net/news/argentinas-ministry-of-education-adds-ethereum-to-high-school-curriculum/
2024-08-26,CoinJournal,DOGS launch impacts crypto exchanges and Telegram Wallet,Negative,0.3469,1 stars,https://coinjournal.net/news/dogs-launch-impacts-crypto-exchanges-and-telegram-wallet/
2024-08-26,CoinJournal,"Telegram CEO’s arrest is “very concerning,” Tether CEO says",Negative,0.3823,1 stars,https://coinjournal.net/news/telegram-ceos-arrest-is-very-concerning-tether-ceo-says/
2024-08-26,CoinJournal,"SUI, POODL price prediction as Binance lists TON meme coin DOGS",Negative,0.2463,2 stars,https://coinjournal.net/news/sui-poodl-price-prediction-as-binance-lists-ton-meme-coin-dogs/
2024-08-26,CoinJournal,Shiba Inu unveils plans for a Decentralized Autonomous Organization,Negative,0.3185,4 stars,https://coinjournal.net/news/shiba-inu-unveils-plans-for-a-decentralized-autonomous-organization/
2024-08-26,Coindesk,Upstart 'Degenerate' Crypto-Culture Publication Bets on Print,Positive,0.629,5 stars,https://www.coindesk.com/business/2024/08/26/upstart-degenerate-crypto-culture-publication-bets-on-print/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-26,Coindesk,It’s Time to Build a Sustainable Blockchain Ecosystem,Negative,0.3307,1 stars,https://www.coindesk.com/opinion/2024/08/26/its-time-to-build-a-sustainable-blockchain-ecosystem/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-26,Coindesk,"Ether ETFs Have Bled Money, but That's Not the Whole Story",Negative,0.4214,2 stars,https://www.coindesk.com/business/2024/08/26/ether-etfs-have-bled-money-but-thats-not-the-whole-story/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-26,Coindesk,U.S. SEC Settles with Abra Over Unregistered Sales of Securities,Negative,0.3067,4 stars,https://www.coindesk.com/policy/2024/08/26/us-sec-settles-with-abra-over-unregistered-sales-of-securities/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-26,Coindesk,"SEC’s Case Against Kraken Will Proceed to Trial, California Judge Rules",Negative,0.3186,4 stars,https://www.coindesk.com/policy/2024/08/26/secs-case-against-kraken-will-proceed-to-trial-california-judge-rules/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-26,Coindesk,PayPal's Stablecoin Hits $1B Market Cap as Incentives Boost Activity on Solana,Negative,0.3163,5 stars,https://www.coindesk.com/markets/2024/08/26/paypals-stablecoin-hits-1b-market-cap-as-incentives-boost-activity-on-solana/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-26,Coindesk,Tokenized Treasury Funds Pass $2B Market Cap Amid BlackRock’s Explosive Growth,Positive,0.7873,1 stars,https://www.coindesk.com/markets/2024/08/26/tokenized-treasury-funds-pass-2b-market-cap-amid-blackrocks-explosive-growth/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-26,Coindesk,‘My Living Nightmare’: Detained Binance Exec’s Wife Begs for His Immediate Release,Negative,0.267,3 stars,https://www.coindesk.com/policy/2024/08/26/my-living-nightmare-detained-binance-execs-wife-begs-for-his-immediate-release/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-26,Coindesk,Accelerating Innovation in the DePIN Sector,Negative,0.3821,2 stars,https://www.coindesk.com/opinion/2024/08/26/accelerating-innovation-in-the-depin-sector/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-26,Coindesk,Crypto Startup Backed by Likes of Dragonfly Aims to Create Market to Trade Airdrop-Related Points,Negative,0.3017,4 stars,https://www.coindesk.com/tech/2024/08/26/crypto-startup-backed-by-likes-of-dragonfly-aims-to-create-market-to-trade-airdrop-related-points/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-26,Coindesk,Did RFK Jr. Really 'Drop Out'? Polymarket Bettors Argue Over Contract Resolution,Negative,0.2533,4 stars,https://www.coindesk.com/markets/2024/08/26/did-rfk-jr-really-drop-out-polymarket-bettors-argue-over-contract-resolution/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-26,Coindesk,The Fed’s Rate Cut Cushion Is Good News for Crypto,Negative,0.2357,1 stars,https://www.coindesk.com/opinion/2024/08/26/the-feds-rate-cut-cushion-is-good-news-for-crypto/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-26,Coindesk,CoinDesk 20 Performance Update: RNDR and SOL Lead Gains as Index Rises,Negative,0.2492,3 stars,https://www.coindesk.com/coindesk-indices/2024/08/26/coindesk-20-performance-update-rndr-and-sol-lead-gains-as-index-rises/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-26,Coindesk,First Mover Americas: Bitcoin Consolidates at $64K Before Next Push Higher,Negative,0.2349,1 stars,https://www.coindesk.com/markets/2024/08/26/first-mover-americas-bitcoin-consolidates-at-64k-before-next-push-higher/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-26,Coindesk,"India's CBDC Has 5M Users, Can be Phased in Gradually: Central Bank Governor",Negative,0.2706,4 stars,https://www.coindesk.com/policy/2024/08/26/indias-cbdc-has-5m-users-can-be-phased-in-gradually-central-bank-governor/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-26,Coindesk,"Bitcoin ETFs Log $250M Net Inflows, Highest Since July, After Rate Cut Signal at Jackson Hole",Negative,0.3053,4 stars,https://www.coindesk.com/markets/2024/08/26/bitcoin-etfs-log-250m-net-inflows-highest-since-july-after-rate-cut-signal-at-jackson-hole/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-26,Coindesk,"AI Tokens Lead Crypto Market Ahead of Nvidia Earnings, Bitcoin Under $64K",Negative,0.3938,5 stars,https://www.coindesk.com/markets/2024/08/26/ai-tokens-lead-crypto-market-ahead-of-nvidia-earnings-bitcoin-under-64k/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-26,Coindesk,Hong Kong Regulator Finds 'Unsatisfactory Practices' at Some Crypto Entities Seeking Full License: Report,Negative,0.3361,1 stars,https://www.coindesk.com/policy/2024/08/26/hong-kong-regulator-finds-unsatisfactory-practices-at-some-crypto-entities-seeking-full-license-report/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-26,Coindesk,Telegram Says It Is Compliant With EU Digital Services Act After Founder Pavel Durov's Arrest,Negative,0.3252,4 stars,https://www.coindesk.com/markets/2024/08/26/telegram-says-it-is-compliant-with-eu-digital-services-act-after-founder-pavel-durovs-arrest/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-25,Coindesk,TON Down 14% as Telegram CEO Pavel Durov Arrested in France,Negative,0.223,1 stars,https://www.coindesk.com/markets/2024/08/25/ton-down-14-as-telegram-ceo-pavel-durov-arrested-in-france/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-23,Coindesk,"Bitcoin Surges to Nearly $64K, Adding to Gains as RFK Jr. Endorses Trump",Negative,0.2893,4 stars,https://www.coindesk.com/markets/2024/08/23/bitcoin-surges-to-nearly-64k-adding-to-gains-as-rfk-jr-endorses-trump/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-23,Coindesk,"Crypto Friendly RFK Jr. Drops White House Hunt, Will Lend Kennedy Name to Trump",Negative,0.2417,1 stars,https://www.coindesk.com/policy/2024/08/23/crypto-friendly-rfk-jr-drops-white-house-hunt-will-lend-kennedy-name-to-trump/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-23,Coindesk,"OK, Bloomer!",Negative,0.2954,4 stars,https://www.coindesk.com/opinion/2024/08/23/okay-bloomer/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-23,Coindesk,WazirX to Phase In Indian Rupee Withdrawals Starting Aug. 26,Negative,0.3123,5 stars,https://www.coindesk.com/business/2024/08/23/wazirx-to-phase-in-indian-rupee-withdrawals-starting-aug-26/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-23,Coindesk,Fed Chair Jerome Powell: Time Has Come for Policy to Adjust,Negative,0.2841,4 stars,https://www.coindesk.com/markets/2024/08/23/fed-chair-jerome-powell-time-has-come-for-policy-to-adjust/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-23,Coindesk,CoinDesk 20 Performance Update: AVAX and NEAR Surge as Index Climbs 1.5%,Negative,0.2703,3 stars,https://www.coindesk.com/coindesk-indices/2024/08/23/coindesk-20-performance-update-avax-and-near-surge-as-index-climbs-15/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-23,Coindesk,First Mover Americas: Will BTC React to Powell’s Jackson Hole Speech?,Negative,0.3328,4 stars,https://www.coindesk.com/markets/2024/08/23/first-mover-americas-will-btc-react-to-powells-jackson-hole-speech/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-23,Coindesk,MakerDAO to Offer Optional MKR Conversions for New Governance Token,Negative,0.3344,4 stars,https://www.coindesk.com/business/2024/08/23/makerdao-to-offer-optional-mkr-conversions-for-new-governance-token/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-23,Coindesk,"Bitcoin Mining Opportunity Is Worth About $74B, JPMorgan Says",Negative,0.4732,1 stars,https://www.coindesk.com/markets/2024/08/23/bitcoin-mining-opportunity-is-worth-about-74b-jpmorgan-says/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-23,Coindesk,Donald Trump Teases 'The DeFiant Ones' Crypto Project on Truth Social,Negative,0.3514,4 stars,https://www.coindesk.com/business/2024/08/23/donald-trump-teases-the-defiant-ones-crypto-project-on-truth-social/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-23,Coindesk,"DeFi Summer Is Making a Comeback, Steno Research Says",Negative,0.2622,4 stars,https://www.coindesk.com/markets/2024/08/23/defi-summer-is-making-a-comeback-steno-research-says/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-23,Coindesk,Bitcoin Tops $61K Before Powell's Jackson Hole Speech as Ether ETFs Face Record Outflows,Negative,0.2765,4 stars,https://www.coindesk.com/markets/2024/08/23/bitcoin-tops-61k-ahead-of-jackson-hole-as-ether-etfs-extend-record-outflow-streak/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
2024-08-23,Coindesk,Australia's Securities Regulator Wins Case Against Kraken's Local Operator,Negative,0.4218,1 stars,https://www.coindesk.com/policy/2024/08/23/australias-securities-regulator-wins-case-against-krakens-local-operator/?utm_medium=referral&utm_source=rss&utm_campaign=headlines
